Function	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:TOPDOWN.BR_MISPREDICT_SLOTS	Hardware Event Count:DECODE.LCP	Hardware Event Count:DSB2MITE_SWITCHES.PENALTY_CYCLES	Hardware Event Count:DTLB_LOAD_MISSES.STLB_HIT:cmask=1	Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED	Hardware Event Count:TOPDOWN.SLOTS_P	Hardware Event Count:DTLB_LOAD_MISSES.WALK_ACTIVE	Hardware Event Count:DTLB_STORE_MISSES.STLB_HIT:cmask=1	Hardware Event Count:DTLB_STORE_MISSES.WALK_ACTIVE	Hardware Event Count:ICACHE_DATA.STALLS	Hardware Event Count:ARITH.DIVIDER_ACTIVE	Hardware Event Count:ARITH.DIV_ACTIVE	Hardware Event Count:ICACHE_TAG.STALLS	Hardware Event Count:IDQ.MS_CYCLES_ANY	Hardware Event Count:L1D_PEND_MISS.FB_FULL	Hardware Event Count:L1D_PEND_MISS.L2_STALLS	Hardware Event Count:ASSISTS.ANY	Hardware Event Count:BR_INST_RETIRED.ALL_BRANCHES	Hardware Event Count:L1D_PEND_MISS.PENDING	Hardware Event Count:L2_RQSTS.ALL_RFO	Hardware Event Count:L2_RQSTS.RFO_HIT	Hardware Event Count:LD_BLOCKS.NO_SR	Hardware Event Count:BR_INST_RETIRED.NEAR_CALL	Hardware Event Count:BR_MISP_RETIRED.ALL_BRANCHES	Hardware Event Count:LD_BLOCKS.STORE_FORWARD	Hardware Event Count:MEMORY_ACTIVITY.CYCLES_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS	Hardware Event Count:CPU_CLK_UNHALTED.C02	Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P	Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS	Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS	Hardware Event Count:MEM_INST_RETIRED.ALL_STORES	Hardware Event Count:MEM_INST_RETIRED.LOCK_LOADS	Hardware Event Count:CYCLE_ACTIVITY.CYCLES_MEM_ANY	Hardware Event Count:CYCLE_ACTIVITY.STALLS_TOTAL	Hardware Event Count:MEM_INST_RETIRED.SPLIT_LOADS	Hardware Event Count:MEM_INST_RETIRED.SPLIT_STORES	Hardware Event Count:MEM_INST_RETIRED.STLB_MISS_LOADS	Hardware Event Count:MEM_INST_RETIRED.STLB_MISS_STORES	Hardware Event Count:EXE_ACTIVITY.1_PORTS_UTIL	Hardware Event Count:EXE_ACTIVITY.2_3_PORTS_UTIL	Hardware Event Count:MEM_LOAD_COMPLETED.L1_MISS_ANY	Hardware Event Count:MEM_LOAD_L3_HIT_RETIRED.XSNP_FWD	Hardware Event Count:MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS	Hardware Event Count:MEM_LOAD_L3_HIT_RETIRED.XSNP_NO_FWD	Hardware Event Count:EXE_ACTIVITY.2_PORTS_UTIL	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS	Hardware Event Count:MEM_LOAD_RETIRED.FB_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L1_MISS	Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT	Hardware Event Count:EXE_ACTIVITY.BOUND_ON_STORES	Hardware Event Count:EXE_ACTIVITY.EXE_BOUND_0_PORTS	Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT	Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS	Hardware Event Count:MEM_STORE_RETIRED.L2_HIT	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=4	Hardware Event Count:FP_ARITH_DISPATCHED.PORT_0	Hardware Event Count:FP_ARITH_DISPATCHED.PORT_1	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_RFO	Hardware Event Count:XQ.FULL_CYCLES	Hardware Event Count:IDQ.DSB_CYCLES_ANY	Hardware Event Count:FP_ARITH_DISPATCHED.PORT_5	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE	Hardware Event Count:IDQ.DSB_CYCLES_OK	Hardware Event Count:IDQ.DSB_UOPS	Hardware Event Count:IDQ.MITE_CYCLES_ANY	Hardware Event Count:IDQ.MITE_CYCLES_OK	Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE	Hardware Event Count:INST_DECODED.DECODERS:cmask=1	Hardware Event Count:INST_DECODED.DECODERS:cmask=2	Hardware Event Count:ITLB_MISSES.WALK_ACTIVE	Hardware Event Count:ITLB_MISSES.WALK_COMPLETED_2M_4M	Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.4_FLOPS	Hardware Event Count:ITLB_MISSES.WALK_COMPLETED_4K	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_CODE_RD	Hardware Event Count:DTLB_LOAD_MISSES.WALK_COMPLETED_1G	Hardware Event Count:DTLB_LOAD_MISSES.WALK_COMPLETED_2M_4M	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE	Hardware Event Count:DTLB_LOAD_MISSES.WALK_COMPLETED_4K	Hardware Event Count:DTLB_STORE_MISSES.WALK_COMPLETED_1G	Hardware Event Count:DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M	Hardware Event Count:DTLB_STORE_MISSES.WALK_COMPLETED_4K	Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE	Hardware Event Count:FP_ARITH_INST_RETIRED.VECTOR	Hardware Event Count:FRONTEND_RETIRED.DSB_MISS	Hardware Event Count:FRONTEND_RETIRED.L2_MISS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_16	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4	Hardware Event Count:FRONTEND_RETIRED.MS_FLOWS	Hardware Event Count:FRONTEND_RETIRED.STLB_MISS	Hardware Event Count:FRONTEND_RETIRED.UNKNOWN_BRANCH	Hardware Event Count:IDQ_BUBBLES.CORE	Hardware Event Count:IDQ_BUBBLES.CYCLES_0_UOPS_DELIV.CORE	Hardware Event Count:INST_RETIRED.NOP	Hardware Event Count:INST_RETIRED.REP_ITERATION	Hardware Event Count:INT_MISC.CLEARS_COUNT	Hardware Event Count:INT_MISC.CLEAR_RESTEER_CYCLES	Hardware Event Count:INT_MISC.UNKNOWN_BRANCH_CYCLES	Hardware Event Count:INT_MISC.UOP_DROPPING	Hardware Event Count:MACHINE_CLEARS.COUNT	Hardware Event Count:MACHINE_CLEARS.MEMORY_ORDERING	Hardware Event Count:RESOURCE_STALLS.SCOREBOARD	Hardware Event Count:RS.EMPTY_RESOURCE	Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS	Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS	Hardware Event Count:UOPS_EXECUTED.CYCLES_GE_3	Hardware Event Count:UOPS_ISSUED.ANY	Hardware Event Count:UOPS_RETIRED.HEAVY	Hardware Event Count:UOPS_RETIRED.MS	Hardware Event Count:UOPS_RETIRED.MS:cmask=1	Hardware Event Count:UOPS_RETIRED.MS:cmask=1:e=yes	Hardware Event Count:UOPS_RETIRED.SLOTS	Hardware Event Count:FRONTEND_RETIRED.ANY_DSB_MISS	Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_2_BUBBLES_GE_1	Hardware Event Count:LSD.CYCLES_ACTIVE	Hardware Event Count:LSD.CYCLES_OK	Hardware Event Count:LSD.UOPS	Hardware Event Count:ARITH.FPDIV_ACTIVE	Hardware Event Count:ASSISTS.SSE_AVX_MIX	Hardware Event Count:CPU_CLK_UNHALTED.C01	Hardware Event Count:CPU_CLK_UNHALTED.PAUSE	Hardware Event Count:CPU_CLK_UNHALTED.PAUSE_INST	Hardware Event Count:MISC2_RETIRED.LFENCE	Hardware Event Count:UOPS_DISPATCHED.PORT_0	Hardware Event Count:UOPS_DISPATCHED.PORT_1	Hardware Event Count:UOPS_DISPATCHED.PORT_2_3_10	Hardware Event Count:UOPS_DISPATCHED.PORT_4_9	Hardware Event Count:UOPS_DISPATCHED.PORT_5_11	Hardware Event Count:UOPS_DISPATCHED.PORT_6	Hardware Event Count:UOPS_DISPATCHED.PORT_7_8	Hardware Event Count:UOPS_EXECUTED.THREAD	Hardware Event Count:UOPS_EXECUTED.X87	Hardware Event Count:ASSISTS.FP	Hardware Event Count:ASSISTS.PAGE_FAULT	Hardware Event Count:INST_RETIRED.MACRO_FUSED	Hardware Event Count:INT_VEC_RETIRED.ADD_128	Hardware Event Count:INT_VEC_RETIRED.ADD_256	Hardware Event Count:INT_VEC_RETIRED.MUL_256	Hardware Event Count:INT_VEC_RETIRED.SHUFFLES	Hardware Event Count:INT_VEC_RETIRED.VNNI_128	Hardware Event Count:INT_VEC_RETIRED.VNNI_256	Hardware Event Count:MEM_UOP_RETIRED.ANY	Hardware Event Count:MEM_BOUND_STALLS.LOAD	Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT	Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT	Hardware Event Count:TOPDOWN_BE_BOUND.ALL	Hardware Event Count:TOPDOWN_FE_BOUND.ALL	Hardware Event Count:TOPDOWN_RETIRING.ALL	Hardware Event Count:TOPDOWN_FE_BOUND.BRANCH_DETECT	Hardware Event Count:TOPDOWN_FE_BOUND.BRANCH_RESTEER	Hardware Event Count:TOPDOWN_FE_BOUND.CISC	Hardware Event Count:TOPDOWN_FE_BOUND.DECODE	Hardware Event Count:TOPDOWN_FE_BOUND.FRONTEND_LATENCY	Hardware Event Count:TOPDOWN_FE_BOUND.ICACHE	Hardware Event Count:TOPDOWN_FE_BOUND.ITLB	Hardware Event Count:TOPDOWN_FE_BOUND.OTHER	Hardware Event Count:TOPDOWN_FE_BOUND.PREDECODE	Hardware Event Count:TOPDOWN_BAD_SPECULATION.FASTNUKE	Hardware Event Count:TOPDOWN_BAD_SPECULATION.MISPREDICT	Hardware Event Count:TOPDOWN_BAD_SPECULATION.NUKE	Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET	Hardware Event Count:LD_HEAD.WCB_FULL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL	Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF	Hardware Event Count:SERIALIZATION.C01_MS_SCB	Hardware Event Count:SERIALIZATION.NON_C01_MS_SCB	Hardware Event Count:TOPDOWN_BE_BOUND.ALLOC_RESTRICTIONS	Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER	Hardware Event Count:TOPDOWN_BE_BOUND.SERIALIZATION	Hardware Event Count:MEM_UOPS_RETIRED.ALL	Hardware Event Count:MEM_UOPS_RETIRED.ALL_LOADS	Hardware Event Count:MEM_UOPS_RETIRED.ALL_STORES	Hardware Event Count:UOPS_RETIRED.FPDIV	Hardware Event Count:UOPS_RETIRED.IDIV	Module	Function (Full)	Source File	Start Address
func@0x180010f8f	8987340000	6230585000	6029804000	0	0	171605148	23100693	2944788000	10560003168	6600198	0	0	0	0	64000192	19800297	0	0	0	0	856016404	1485004455	0	0	0	24300909	1600024	0	825002475	396001188	429001287	0	6032009048	165000495	2211006633	759002277	69304851	4059012177	1716005148	105603168	0	0	0	990001485	1386002079	33000099	1981089	0	0	660000990	1584002376	3300231	2178006534	39600594	19800297	0	0	3300693	0	0	132000396	0	0	1320003960	726002178	0	528000792	132000198	0	264000396	3432005148	1122001683	330000495	0	0	132000198	0	0	0	0	0	0	0	0	0	33000099	66000099	0	0	0	0	66000099	0	0	0	0	0	0	0	0	1980005940	99000297	0	0	0	16500297	0	99000297	0	2240336	3300099	0	2640000792	330000099	924001386	8969663264	660000990	128000192	96000144	48000072	5874008811	0	0	0	0	0	131000393	0	0	0	0	0	396000594	462000693	1914002871	726001089	792001188	264000396	462000693	5742008613	0	0	0	396000594	0	0	0	0	0	0	2805008415	267204008	30400456	17600264	220803312	6424019272	1504004512	3872011616	0	8000024	184000552	320000960	16000048	0	8000024	1096003288	0	1160003480	672002016	0	424001272	0	833404992	160024	0	56000840	144000432	256000768	176000528	2012830192	1430421456	569608544	0	0	_criterion.cp313-win_amd64.pyd	func@0x180010f8f	[Unknown]	0x180010f8f
func@0x180014660	8595339000	7562751000	7244051000	8250002475	0	29700891	0	2313762000	20130006039	0	0	0	0	0	0	6600099	0	0	0	0	1322825287	0	0	0	0	22700885	177603456	0	0	33000099	0	0	8140012210	0	891002673	858002574	0	3498010494	1980005940	0	0	0	0	660000990	1122001683	0	0	0	0	792001188	528000792	0	924002772	0	6600099	0	132000396	3300693	0	0	33000099	0	0	594001782	0	0	2376003564	0	0	1650002475	13992020988	0	0	0	0	0	0	6600198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3399010197	396001188	0	0	99001782	594010692	0	132000396	0	0	9900297	0	990000297	330000099	1584002376	20800532915	264000396	64000096	16000024	0	4356006534	0	0	198000297	66000099	528000792	0	0	0	0	0	0	660000990	264000396	1650002475	1386002079	462000693	1518002277	1518002277	6864010296	0	0	0	330000495	0	0	0	0	0	0	1881005643	27200408	0	3200048	0	112000336	3296009888	3568010704	0	120000360	16000048	3200009600	176000528	0	8000024	200000600	0	0	7232021696	0	0	0	1120168	800120	0	3200048	24000072	24000072	72000216	1104016560	560008400	548808232	0	0	_partitioner.cp313-win_amd64.pyd	func@0x180014660	[Unknown]	0x180014660
func@0x18000eb60	4704012000	2087485000	1995062000	0	0	49501485	23100693	420684000	5280001584	3300099	0	0	16500297	33000099	41000123	0	66000099	33000099	0	0	450409330	858002574	0	0	0	36102175	0	0	165000495	99000297	99000297	0	2794004191	66000198	1023003069	528001584	3300231	924002772	330000990	52801584	0	0	0	264000396	330000495	33000099	0	0	0	264000396	396000594	6600462	990002970	13200198	0	0	0	3300693	0	0	198000594	0	0	429001287	0	0	132000198	66000099	0	66000099	1320001980	132000198	0	0	0	0	0	3300099	0	0	0	0	0	0	0	561001683	462000693	0	0	0	0	0	0	0	0	0	0	0	0	0	924002772	99000297	0	0	0	0	0	99000297	0	0	3300099	0	990000297	330000099	594000891	4092426637	396000594	16000024	16000024	32000048	3300004950	0	0	0	0	66000099	98000294	0	0	0	0	0	330000495	264000396	264000396	330000495	330000495	330000495	726001089	2310003465	0	0	0	132000198	0	0	0	0	0	0	1716005148	81601224	9600144	27200408	49600744	2304006912	80000240	1648004944	0	0	24000072	56000168	32000096	0	0	8000024	0	0	56000168	0	88000264	0	347892176	252677896	0	30400456	16000048	1872005616	24000072	748811232	510407656	260803912	0	0	_partitioner.cp313-win_amd64.pyd	func@0x18000eb60	[Unknown]	0x18000eb60
func@0x1800141e0	1991875000	1972753000	1854834000	0	0	52801584	0	946539000	4290001287	0	0	0	0	99000297	283000849	6600099	0	0	0	0	190403252	297000891	0	0	0	32301029	4800072	0	363001089	99000297	33000099	0	1526002289	0	132000396	99000297	19801386	660001980	231000693	0	0	0	0	66000099	330000495	0	0	0	0	66000099	198000297	3300231	165000495	0	0	0	66000198	0	0	0	33000099	0	132000198	528001584	33000099	0	264000396	66000099	0	198000297	1056001584	396000594	132000198	0	0	66000099	66000099	3300099	0	0	0	0	0	0	0	66000198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528001584	66000198	0	0	0	0	0	0	0	640096	3300099	0	0	0	264000396	4614034461	198000297	144000216	32000048	16000024	594000891	0	0	0	0	0	291000873	0	0	0	0	0	396000594	264000396	924001386	264000396	264000396	132000198	66000099	1848002772	0	0	0	66000099	0	0	0	0	0	0	264000792	241603624	0	16000240	228803432	1848005544	368001104	1256003768	8000024	0	72000216	160000480	0	0	0	40000120	0	168000504	40000120	0	48000144	0	113457016	320048	0	6400096	56000168	32000096	48000144	526407896	352005280	171202568	0	0	_criterion.cp313-win_amd64.pyd	func@0x1800141e0	[Unknown]	0x1800141e0
PyEval_EvalFrameDefault	1246117000	733010000	500359000	2640000792	0	62701881	19800594	841368000	4620001386	29700891	6600198	3300099	148502673	0	0	46200693	66000099	0	0	0	120402697	231000693	0	0	0	6600462	0	0	198000594	99000297	198000594	0	594000891	99000297	330000990	33000099	3300231	429001287	198000594	0	0	0	0	198000297	198000297	0	0	0	0	132000198	132000198	3300231	231000693	13200198	0	0	0	0	0	0	132000396	0	0	231000693	66000198	0	264000396	0	0	198000297	924001386	198000297	0	0	0	0	0	19800594	0	0	0	0	99000297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	693002079	231000693	0	0	16500297	33000594	0	0	0	0	3300099	0	660000198	0	66000099	1041202253	66000099	0	0	0	1056001584	0	0	0	0	0	0	0	0	0	0	0	66000099	66000099	396000594	132000198	132000198	198000297	462000693	1716002574	0	0	0	0	0	0	0	0	0	0	660001980	9600144	4800072	1600024	0	40000120	24000072	8000024	0	0	0	0	8000024	0	0	8000024	0	0	48000144	0	0	0	1760264	160024	0	0	8000024	8000024	0	1600024	4800072	8000120	0	0	python313.dll	PyEval_EvalFrameDefault	[Unknown]	0x18003f450
func@0x180084380	940165000	146602000	101984000	0	0	6600198	0	210342000	2640000792	0	3300099	3300099	0	0	0	0	0	0	0	0	118802673	0	0	0	0	9900693	0	0	0	0	0	0	0	0	264000792	330000990	0	396001188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132000396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330000495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66000198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136800270	0	0	0	0	726001089	0	0	198000297	132000198	858001287	0	0	0	0	0	0	66000099	0	528000792	198000297	330000495	264000396	396000594	1980002970	0	0	0	264000396	0	0	0	0	0	0	792002376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320048	640096	0	0	0	0	0	0	0	0	0	0	python313.dll	func@0x180084380	[Unknown]	0x180084380
func@0x1800152a0	576847000	382440000	283643000	0	0	16500495	0	0	660000198	0	0	0	0	66000198	114000342	0	0	0	0	0	29600642	0	0	0	0	6600462	0	0	0	0	0	0	276000414	0	66000198	99000297	0	165000495	0	0	0	0	0	0	0	0	660363	0	0	0	0	3300231	33000099	0	0	0	0	0	0	0	0	0	0	33000099	33000099	0	132000198	0	0	0	198000297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33000099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99000297	0	0	0	0	0	0	0	0	0	0	0	330000099	0	66000099	883206120	0	0	0	0	462000693	0	0	0	0	0	64000192	0	0	0	0	0	0	66000099	66000099	132000198	0	66000099	66000099	132000198	0	0	0	66000099	0	0	0	0	0	0	198000594	0	0	0	0	168000504	64000192	160000480	0	0	0	40000120	0	0	0	16000048	0	24000072	0	0	0	0	14402160	13762064	0	0	0	0	16000048	60800912	44800672	27200408	0	0	_criterion.cp313-win_amd64.pyd	func@0x1800152a0	[Unknown]	0x1800152a0
func@0x18000eb80	490798000	478050000	478050000	0	0	6600198	0	105171000	330000099	6600198	0	0	0	66000198	154000462	0	0	0	0	0	17600264	66000198	0	0	0	0	1600024	0	0	0	0	0	306000459	0	99000297	33000099	0	231000693	66000198	0	0	0	0	0	66000099	0	0	0	0	0	198000297	0	165000495	0	0	0	0	0	0	0	0	0	0	33000099	0	0	0	0	0	0	132000198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66000198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198000594	66000198	0	0	0	0	0	0	0	480072	0	0	330000099	0	66000099	982806723	66000099	32000048	0	0	396000594	0	0	0	0	0	72000216	0	0	0	0	0	0	66000099	132000198	0	132000198	66000099	66000099	528000792	0	0	0	0	0	0	0	0	0	0	0	1600024	0	0	0	392001176	72000216	192000576	0	0	0	40000120	16000048	0	0	8000024	0	160000480	0	0	0	0	50887632	19682952	0	9600144	0	16000048	8000024	91201368	75201128	3200048	0	0	_splitter.cp313-win_amd64.pyd	func@0x18000eb80	[Unknown]	0x18000eb80
func@0x18000fb60	385627000	226277000	213529000	0	0	0	0	0	660000198	0	0	0	0	0	0	0	0	0	0	0	73201395	66000198	0	0	0	0	0	0	0	33000099	0	0	80000120	33000099	99000297	0	0	165000495	0	0	0	0	0	66000099	0	0	0	0	0	0	0	0	66000198	0	13200198	0	0	0	0	0	33000099	0	0	99000297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66000198	33000099	0	0	0	0	0	0	0	0	0	0	0	330000099	66000099	702403408	66000099	0	0	0	198000297	0	0	0	0	132000198	0	0	0	0	0	0	66000099	0	66000099	0	66000099	0	0	198000297	0	0	0	132000198	0	0	0	0	0	0	66000198	17600264	1600024	9600144	12800192	240000720	56000168	208000624	0	0	0	24000072	0	0	0	16000048	0	0	0	0	0	0	30084512	800120	0	1600024	0	128000384	0	60800912	64000960	9600144	0	0	_criterion.cp313-win_amd64.pyd	func@0x18000fb60	[Unknown]	0x18000fb60
func@0x18002a2c0	328261000	216716000	133854000	660000198	0	23100693	0	105171000	1650000495	6600198	6600198	3300099	16500297	0	0	13200198	0	0	0	0	54401212	33000099	0	0	0	9900693	0	0	33000099	0	66000198	0	264000396	0	198000594	99000297	0	231000693	33000099	0	0	0	0	0	0	0	0	0	0	0	66000099	0	0	0	0	0	0	0	0	0	33000099	0	0	99000297	33000099	0	0	0	0	0	198000297	132000198	0	0	0	0	0	3300099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198000594	66000198	0	0	0	16500297	0	0	0	0	3300099	0	0	0	132000198	289600780	0	0	16000024	0	396000594	0	0	0	0	0	0	0	0	0	0	0	66000099	0	66000099	66000099	0	0	0	396000594	0	0	0	66000099	0	0	0	0	0	0	198000594	1600024	0	0	0	0	24000072	0	0	0	0	8000024	0	0	8000024	0	0	0	32000096	0	0	0	480072	0	0	0	0	8000024	0	12800192	6400096	0	0	0	python313.dll	func@0x18002a2c0	[Unknown]	0x18002a2c0
